"x"
"food"
"areas"
"cold"
"tcs"
"food"
"item"
"held"
"41"
"f"
"smoked"
"processed"
"fish"
"held"
"38"
"f"
"intact"
"raw"
"eggs"
"held"
"45"
"f"
"reduced"
"oxygen"
"packaged"
"rop"
"tcs"
"foods"
"held"
"required"
"temperatures"
"except"
"active"
"necessary"
"preparation"
"cold"
"tcs"
"food"
"item"
"held"
"41"
"f"
"smoked"
"processed"
"fish"
"held"
"38"
"f"
"intact"
"raw"
"eggs"
"held"
"45"
"f"
"reduced"
"oxygen"
"packaged"
"rop"
"tcs"
"foods"
"held"
"required"
"temperatures"
"except"
"active"
"necessary"
"preparation"
"current"
"letter"
"grade"
"grade"
"pending"
"card"
"posted"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"food"
"cooled"
"approved"
"method"
"whereby"
"internal"
"product"
"temperature"
"reduced"
"140º"
"f"
"70º"
"f"
"less"
"within"
"2"
"hours"
"70º"
"f"
"41º"
"f"
"less"
"within"
"4"
"additional"
"hours"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"evidence"
"mice"
"live"
"mice"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"dishwashing"
"ware"
"washing"
"cleaning"
"sanitizing"
"tableware"
"including"
"dishes"
"utensils"
"equipment"
"deficient"
"sanitized"
"equipment"
"utensil"
"including"
"use"
"food"
"dispensing"
"utensil"
"improperly"
"used"
"stored"
"single"
"service"
"article"
"provided"
"single"
"service"
"article"
"reused"
"protected"
"contamination"
"transported"
"stored"
"dispensed"
"drinking"
"straws"
"completely"
"enclosed"
"wrapper"
"dispensed"
"sanitary"
"device"
"food"
"protection"
"certificate"
"fpc"
"held"
"manager"
"supervisor"
"food"
"operations"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"food"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"nuisance"
"created"
"allowed"
"exist"
"facility"
"free"
"unsafe"
"hazardous"
"offensive"
"annoying"
"conditions"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"food"
"protection"
"certificate"
"fpc"
"held"
"manager"
"supervisor"
"food"
"operations"
"sanitized"
"equipment"
"utensil"
"including"
"use"
"food"
"dispensing"
"utensil"
"improperly"
"used"
"stored"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"hand"
"wash"
"sign"
"posted"
"facilities"
"available"
"wash"
"rinse"
"sanitize"
"utensils"
"equipment"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"time"
"temperature"
"control"
"safety"
"tcs"
"food"
"cooked"
"required"
"minimum"
"internal"
"temperature"
"poultry"
"poultry"
"parts"
"ground"
"comminuted"
"poultry"
"stuffing"
"containing"
"poultry"
"meats"
"fish"
"ratites"
"165"
"f"
"15"
"seconds"
"interruption"
"cooking"
"process"
"ground"
"meat"
"food"
"containing"
"ground"
"comminuted"
"meat"
"158"
"f"
"15"
"seconds"
"interruption"
"cooking"
"process"
"except"
"per"
"individual"
"customer"
"request"
"pork"
"food"
"containing"
"pork"
"150"
"f"
"15"
"seconds"
"mechanically"
"tenderized"
"injected"
"meats"
"155"
"f"
"whole"
"meat"
"roasts"
"beef"
"steak"
"required"
"temperature"
"time"
"except"
"per"
"individual"
"customer"
"request"
"raw"
"animal"
"foods"
"cooked"
"microwave"
"above165"
"f"
"covered"
"rotated"
"stirred"
"foods"
"140"
"f"
"15"
"seconds"
"shell"
"eggs"
"145"
"f"
"15"
"seconds"
"except"
"per"
"individual"
"customer"
"request"
"food"
"protection"
"certificate"
"fpc"
"held"
"manager"
"supervisor"
"food"
"operations"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"wiping"
"cloths"
"stored"
"clean"
"dry"
"sanitizing"
"solution"
"uses"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"hand"
"washing"
"facility"
"adjacent"
"toilet"
"room"
"within"
"25"
"feet"
"food"
"preparation"
"food"
"service"
"ware"
"washing"
"area"
"hand"
"washing"
"facility"
"accessible"
"obstructed"
"used"
"non"
"hand"
"washing"
"purposes"
"hot"
"cold"
"running"
"water"
"water"
"inadequate"
"pressure"
"soap"
"acceptable"
"hand"
"drying"
"device"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"hand"
"washing"
"facility"
"provided"
"near"
"food"
"preparation"
"area"
"toilet"
"room"
"hot"
"cold"
"running"
"water"
"adequate"
"pressure"
"enable"
"cleanliness"
"employees"
"provided"
"facility"
"soap"
"acceptable"
"hand"
"drying"
"device"
"provided"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"customer’s"
"refillable"
"reusable"
"container"
"condiments"
"single"
"service"
"containers"
"dispensed"
"directly"
"vendor"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"customer’s"
"refillable"
"reusable"
"container"
"condiments"
"single"
"service"
"containers"
"dispensed"
"directly"
"vendor"
"choking"
"first"
"aid"
"poster"
"posted"
"alcohol"
"pregnancy"
"warning"
"sign"
"posted"
"resuscitation"
"equipment"
"exhaled"
"air"
"resuscitation"
"masks"
"adult"
"pediatric"
"latex"
"gloves"
"sign"
"posted"
"wiping"
"cloths"
"stored"
"clean"
"dry"
"sanitizing"
"solution"
"uses"
"hand"
"wash"
"sign"
"posted"
"pesticide"
"use"
"accordance"
"label"
"applicable"
"laws"
"prohibited"
"chemical"
"used"
"stored"
"open"
"bait"
"station"
"used"
"current"
"letter"
"grade"
"sign"
"posted"
"accurate"
"thermometer"
"provided"
"refrigerated"
"hot"
"holding"
"equipment"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"hot"
"food"
"item"
"held"
"140º"
"f"
"non"
"food"
"contact"
"surface"
"improperly"
"constructed"
"unacceptable"
"material"
"used"
"non"
"food"
"contact"
"surface"
"equipment"
"improperly"
"maintained"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"food"
"protection"
"certificate"
"held"
"supervisor"
"food"
"operations"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"food"
"protection"
"certificate"
"held"
"supervisor"
"food"
"operations"
"wiping"
"cloths"
"soiled"
"stored"
"sanitizing"
"solution"
"plumbing"
"properly"
"installed"
"maintained"
"anti"
"siphonage"
"backflow"
"prevention"
"device"
"provided"
"required"
"equipment"
"floor"
"properly"
"drained"
"sewage"
"disposal"
"system"
"disrepair"
"functioning"
"properly"
"wiping"
"cloths"
"stored"
"clean"
"dry"
"sanitizing"
"solution"
"uses"
"current"
"letter"
"grade"
"grade"
"pending"
"card"
"posted"
"wiping"
"cloths"
"stored"
"clean"
"dry"
"sanitizing"
"solution"
"uses"
"cold"
"food"
"item"
"held"
"41º"
"f"
"smoked"
"fish"
"reduced"
"oxygen"
"packaged"
"foods"
"38"
"ºf"
"except"
"necessary"
"preparation"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"food"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"sanitized"
"equipment"
"utensil"
"including"
"use"
"food"
"dispensing"
"utensil"
"improperly"
"used"
"stored"
"toxic"
"chemical"
"pesticide"
"improperly"
"stored"
"used"
"food"
"contamination"
"may"
"occur"
"food"
"contact"
"surface"
"properly"
"maintained"
"non"
"food"
"contact"
"surface"
"equipment"
"made"
"unacceptable"
"material"
"kept"
"clean"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"customer’s"
"refillable"
"reusable"
"container"
"condiments"
"single"
"service"
"containers"
"dispensed"
"directly"
"vendor"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"thawing"
"procedure"
"improper"
"current"
"letter"
"grade"
"grade"
"pending"
"card"
"posted"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"cold"
"food"
"item"
"held"
"41º"
"f"
"smoked"
"fish"
"reduced"
"oxygen"
"packaged"
"foods"
"38"
"ºf"
"except"
"necessary"
"preparation"
"cold"
"food"
"item"
"held"
"41º"
"f"
"smoked"
"fish"
"reduced"
"oxygen"
"packaged"
"foods"
"38"
"ºf"
"except"
"necessary"
"preparation"
"evidence"
"rats"
"live"
"rats"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"present"
"facility’s"
"food"
"non"
"food"
"areas"
"filth"
"flies"
"include"
"house"
"flies"
"little"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"food"
"refuse"
"sewage"
"associated"
"flies"
"include"
"fruit"
"flies"
"drain"
"flies"
"phorid"
"flies"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"cold"
"food"
"item"
"held"
"41º"
"f"
"smoked"
"fish"
"reduced"
"oxygen"
"packaged"
"foods"
"38"
"ºf"
"except"
"necessary"
"preparation"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"non"
"food"
"contact"
"surface"
"equipment"
"made"
"unacceptable"
"material"
"kept"
"clean"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"food"
"prohibited"
"unapproved"
"unknown"
"source"
"home"
"canned"
"home"
"prepared"
"animal"
"slaughtered"
"butchered"
"dressed"
"eviscerated"
"skinned"
"establishment"
"reduced"
"oxygen"
"packaged"
"rop"
"fish"
"frozen"
"processing"
"rop"
"food"
"prepared"
"premises"
"transported"
"another"
"site"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"cold"
"food"
"item"
"held"
"41º"
"f"
"smoked"
"fish"
"reduced"
"oxygen"
"packaged"
"foods"
"38"
"ºf"
"except"
"necessary"
"preparation"
"mechanical"
"natural"
"ventilation"
"provided"
"inadequate"
"improperly"
"installed"
"disrepair"
"fails"
"prevent"
"control"
"excessive"
"build"
"grease"
"heat"
"steam"
"condensation"
"vapors"
"odors"
"smoke"
"fumes"
"live"
"roaches"
"facility's"
"food"
"non"
"food"
"area"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"wiping"
"cloths"
"soiled"
"stored"
"sanitizing"
"solution"
"food"
"protection"
"certificate"
"fpc"
"held"
"manager"
"supervisor"
"food"
"operations"
"food"
"protection"
"certificate"
"held"
"supervisor"
"food"
"operations"
"properly"
"scaled"
"calibrated"
"thermometer"
"thermocouple"
"provided"
"readily"
"accessible"
"food"
"preparation"
"hot"
"cold"
"holding"
"areas"
"measure"
"temperatures"
"tcs"
"foods"
"cooking"
"cooling"
"reheating"
"holding"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"anti"
"siphonage"
"back"
"flow"
"prevention"
"device"
"provided"
"required"
"equipment"
"floor"
"properly"
"drained"
"sewage"
"disposal"
"system"
"disrepair"
"functioning"
"properly"
"condensation"
"liquid"
"waste"
"improperly"
"disposed"
"evidence"
"rats"
"live"
"rats"
"establishment's"
"food"
"non"
"food"
"areas"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"hand"
"washing"
"facility"
"adjacent"
"toilet"
"room"
"within"
"25"
"feet"
"food"
"preparation"
"food"
"service"
"ware"
"washing"
"area"
"hand"
"washing"
"facility"
"accessible"
"obstructed"
"used"
"non"
"hand"
"washing"
"purposes"
"hot"
"cold"
"running"
"water"
"water"
"inadequate"
"pressure"
"soap"
"acceptable"
"hand"
"drying"
"device"
"evidence"
"rats"
"live"
"rats"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"wiping"
"cloths"
"stored"
"clean"
"dry"
"sanitizing"
"solution"
"uses"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"hand"
"washing"
"facility"
"provided"
"near"
"food"
"preparation"
"area"
"toilet"
"room"
"hot"
"cold"
"running"
"water"
"adequate"
"pressure"
"enable"
"cleanliness"
"employees"
"provided"
"facility"
"soap"
"acceptable"
"hand"
"drying"
"device"
"provided"
"anti"
"siphonage"
"back"
"flow"
"prevention"
"device"
"provided"
"required"
"equipment"
"floor"
"properly"
"drained"
"sewage"
"disposal"
"system"
"disrepair"
"functioning"
"properly"
"condensation"
"liquid"
"waste"
"improperly"
"disposed"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"live"
"roaches"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"evidence"
"rats"
"live"
"rats"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"live"
"roaches"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"hot"
"food"
"item"
"held"
"140º"
"f"
"evidence"
"rats"
"live"
"rats"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"dishwashing"
"ware"
"washing"
"cleaning"
"sanitizing"
"tableware"
"including"
"dishes"
"utensils"
"equipment"
"deficient"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"food"
"cooled"
"approved"
"method"
"whereby"
"internal"
"product"
"temperature"
"reduced"
"140º"
"f"
"70º"
"f"
"less"
"within"
"2"
"hours"
"70º"
"f"
"41º"
"f"
"less"
"within"
"4"
"additional"
"hours"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"establishment"
"free"
"harborage"
"conditions"
"conducive"
"rodents"
"insects"
"pests"
"non"
"food"
"contact"
"surface"
"improperly"
"constructed"
"unacceptable"
"material"
"used"
"non"
"food"
"contact"
"surface"
"equipment"
"improperly"
"maintained"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"present"
"facility’s"
"food"
"non"
"food"
"areas"
"filth"
"flies"
"include"
"house"
"flies"
"little"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"food"
"refuse"
"sewage"
"associated"
"flies"
"include"
"fruit"
"flies"
"drain"
"flies"
"phorid"
"flies"
"live"
"roaches"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"evidence"
"mice"
"live"
"mice"
"present"
"facility's"
"food"
"non"
"food"
"areas"
"food"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"non"
"food"
"contact"
"surface"
"improperly"
"constructed"
"unacceptable"
"material"
"used"
"non"
"food"
"contact"
"surface"
"equipment"
"improperly"
"maintained"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"evidence"
"mice"
"live"
"mice"
"establishment's"
"food"
"non"
"food"
"areas"
"non"
"food"
"contact"
"surface"
"equipment"
"made"
"unacceptable"
"material"
"kept"
"clean"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"non"
"food"
"contact"
"surface"
"improperly"
"constructed"
"unacceptable"
"material"
"used"
"non"
"food"
"contact"
"surface"
"equipment"
"improperly"
"maintained"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"food"
"unapproved"
"unknown"
"source"
"home"
"canned"
"reduced"
"oxygen"
"packaged"
"rop"
"fish"
"frozen"
"processing"
"rop"
"foods"
"prepared"
"premises"
"transported"
"another"
"site"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"nuisance"
"pests"
"establishment’s"
"food"
"non"
"food"
"areas"
"frsa"
"flies"
"include"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"drain"
"flies"
"phorid"
"flies"
"fruit"
"flies"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"insufficient"
"hot"
"holding"
"cold"
"storage"
"cold"
"holding"
"equipment"
"provided"
"maintain"
"time"
"temperature"
"control"
"safety"
"foods"
"tcs"
"required"
"temperatures"
"facility"
"vermin"
"proof"
"harborage"
"conditions"
"conducive"
"attracting"
"vermin"
"premises"
"allowing"
"vermin"
"exist"
"single"
"service"
"article"
"provided"
"single"
"service"
"article"
"reused"
"protected"
"contamination"
"transported"
"stored"
"dispensed"
"drinking"
"straws"
"completely"
"enclosed"
"wrapper"
"dispensed"
"sanitary"
"device"
"food"
"contact"
"surface"
"properly"
"washed"
"rinsed"
"sanitized"
"use"
"following"
"activity"
"contamination"
"may"
"occurred"
"non"
"food"
"contact"
"surface"
"equipment"
"made"
"unacceptable"
"material"
"kept"
"clean"
"properly"
"sealed"
"raised"
"spaced"
"movable"
"allow"
"accessibility"
"cleaning"
"sides"
"underneath"
"unit"
"sanitized"
"equipment"
"utensil"
"including"
"use"
"food"
"dispensing"
"utensil"
"improperly"
"used"
"stored"
"raw"
"cooked"
"prepared"
"food"
"adulterated"
"contaminated"
"cross"
"contaminated"
"discarded"
"accordance"
"haccp"
"plan"
"food"
"supplies"
"equipment"
"protected"
"potential"
"source"
"contamination"
"storage"
"preparation"
"transportation"
"display"
"service"
"customer’s"
"refillable"
"reusable"
"container"
"condiments"
"single"
"service"
"containers"
"dispensed"
"directly"
"vendor"
"food"
"protection"
"certificate"
"held"
"supervisor"
"food"
"operations"
"hot"
"tcs"
"food"
"item"
"held"
"140"
"f"
"filth"
"flies"
"food"
"refuse"
"sewage"
"associated"
"frsa"
"flies"
"present"
"facility’s"
"food"
"non"
"food"
"areas"
"filth"
"flies"
"include"
"house"
"flies"
"little"
"house"
"flies"
"blow"
"flies"
"bottle"
"flies"
"flesh"
"flies"
"food"
"refuse"
"sewage"
"associated"
"flies"
"include"
"fruit"
"flies"
"drain"
"flies"
"phorid"
